# location_rad, location_deg, concentration,weight
-1.096173051040484347e+00, -6.280608944059832766e+01, 1.203190875011357086e+01, 5.819966127419093915e-01
5.502256584564241271e-01, 3.152560800935981788e+01, 2.959951771743801530e+00, 4.180033872580899423e-01
