# location_rad, location_deg, concentration,weight
-6.191370611532059920e-01, -3.547394054421185672e+01, 7.168427612566090623e+00, 3.509378135832306178e-01
8.797967320502259048e-01, 5.040863957588010891e+01, 5.773747831417352039e+00, 2.918206238556670384e-01
-1.265360418879231563e+00, -7.249981156468594179e+01, 3.662766782065569515e+01, 3.572415625611021217e-01
