# location_rad, location_deg, concentration,weight
2.820916970740336982e+00, 1.616266367802504362e+02, 2.916684359323781806e+01, 4.683790031061182413e-01
1.775752376826390977e+00, 1.017431166524767718e+02, 3.576803787182609717e+00, 3.149983436949027049e-01
3.311300175264433876e-01, 1.897235247435818550e+01, 1.439596466551447129e+01, 2.166226531989791093e-01
